"Neighborhood","House.Style","Overall.Qual","Year.Built","Exterior.1st","Exterior.2nd","Mas.Vnr.Area","Foundation","Bsmt.Qual","BsmtFin.Type.1","BsmtFin.SF.1","Total.Bsmt.SF","Gr.Liv.Area","Full.Bath","Kitchen.Qual","Fireplaces","Fireplace.Qu","Garage.Finish","Garage.Cars","SalePrice"
4,3,5,59,15,16,0,1,3,4,209,715,875,1,3,0,0,1,1,11.5617156291397
4,3,5,53,15,16,0,1,3,2,134,1072,1072,1,3,0,4,1,5,11.7479975871497
4,6,7,38,7,7,0,1,4,1,0,728,2019,1,4,0,3,1,2,12.0287386302473
21,6,6,43,9,9,0,3,3,1,0,1048,1768,2,3,0,0,1,2,11.9511803959014
21,6,7,43,15,16,0,1,3,1,0,672,1944,2,3,0,0,1,1,12.1001564199386
21,4,6,40,15,16,0,2,3,1,0,755,2229,1,3,0,0,0,0,11.5521461781235
21,6,5,50,9,9,0,1,3,1,0,1040,2128,2,3,0,0,1,0,11.0429218357245
21,6,6,43,15,16,0,1,3,1,0,483,1427,1,4,0,0,1,1,11.7199396343546
12,7,4,51,9,9,0,3,4,4,749,858,892,1,4,0,0,1,0,11.1562505210315
12,6,6,43,9,9,0,2,3,3,276,698,1403,1,3,0,0,1,1,11.6613454700885
8,3,5,115,10,11,0,2,4,6,1200,1200,1200,3,3,0,4,0,0,12.0951410848229
8,3,5,115,10,11,0,2,4,6,1200,1200,1200,3,3,0,0,1,0,12.0951410848229
8,7,5,106,10,11,0,3,4,6,1152,1152,1152,2,3,0,0,1,1,11.982303898822
8,6,6,53,15,16,0,1,3,4,551,672,1369,2,3,0,3,1,1,11.5482926088075
8,1,5,62,9,9,0,3,3,1,0,585,1112,2,3,0,0,1,1,11.0508900053737
22,8,5,91,7,7,0,2,4,5,444,520,1464,2,3,1,3,2,2,12.0725412529057
22,3,5,91,14,15,0,3,3,3,651,1121,1121,1,3,0,0,1,2,11.8422292121128
22,6,6,106,7,7,92,2,3,2,226,918,1683,2,3,1,3,2,2,12.0581525154536
22,3,5,95,7,7,172,2,3,4,527,1052,1052,1,3,1,1,3,1,11.6395581159036
22,3,5,95,7,7,89,3,3,5,450,864,899,1,4,0,0,3,1,11.7752897294377
22,7,6,106,10,7,23,2,4,6,456,456,1034,1,3,1,2,3,2,11.9177236840907
22,7,5,110,15,16,0,2,4,6,685,858,858,1,3,0,4,1,2,11.8122890421958
22,7,5,110,7,7,0,2,3,5,672,840,860,1,3,0,4,1,2,11.8277362048103
22,3,5,90,15,16,116,2,3,2,170,1092,1092,1,3,1,1,1,1,11.8422292121128
22,8,6,88,15,16,54,2,3,4,588,1138,1138,1,3,1,3,2,2,11.9049675527463
5,8,5,84,15,16,366,2,3,1,0,825,2071,1,3,1,3,1,1,12.0137007528827
22,3,2,75,15,16,0,4,3,0,0,0,660,1,2,0,4,1,0,11.0650746403656
5,1,4,85,15,16,0,2,3,1,0,1104,1788,1,3,2,3,1,1,11.9922604216448
5,3,5,83,15,16,0,2,3,2,379,1617,1867,1,3,3,4,3,1,12.1547793511426
8,3,3,83,4,16,0,4,3,0,0,0,1733,2,3,1,4,1,2,11.8465364693104
8,3,4,82,14,15,0,2,3,0,0,0,1383,1,3,0,0,1,2,11.7117763237154
8,3,6,84,15,16,0,2,3,1,0,1436,1689,1,3,1,4,1,2,11.7558716435806
8,3,5,84,9,9,0,2,3,3,257,1073,1073,1,3,0,4,1,1,11.7076695417627
8,3,5,86,3,3,0,2,3,1,0,1276,1276,1,3,0,0,1,1,11.0020998412042
8,6,6,74,9,9,0,2,3,4,342,747,1639,1,4,1,4,1,1,11.9473019165728
8,3,4,69,9,9,0,2,3,3,344,672,672,1,3,0,2,1,1,11.6351430976945
8,3,5,82,15,16,0,2,4,4,173,1089,1089,1,3,1,4,2,1,11.7360690162844
8,3,4,85,15,16,0,4,4,3,0,0,845,1,3,0,0,1,1,11.3385720778255
8,1,5,77,15,16,0,2,3,2,292,768,1716,1,3,1,4,1,1,11.7829526021833
8,1,6,67,16,17,0,1,3,3,204,560,1258,1,3,0,3,1,1,11.5617156291397
8,6,4,68,9,9,0,2,3,1,0,755,1510,1,3,1,4,1,1,11.5898865061064
23,8,6,111,15,16,100,2,4,3,70,520,1338,1,4,1,1,1,2,11.9608112889623
23,1,8,111,15,16,0,2,4,6,1441,1496,2132,1,4,1,4,3,2,12.665394426429
23,6,7,121,7,7,137,3,4,5,513,740,1775,2,4,1,3,1,2,12.2690474446916
23,6,8,123,14,15,0,3,4,6,584,1128,2020,2,4,1,3,2,2,12.3863086958331
23,3,5,107,7,7,0,4,0,2,0,0,1535,2,3,0,3,1,2,11.6865762053166
23,7,5,107,10,11,275,2,4,6,1086,1086,1224,0,3,2,3,1,2,11.9403933925547
23,6,5,107,7,7,0,4,0,1,0,0,2228,2,3,0,4,1,2,11.9048526812839
23,3,5,107,7,7,0,4,3,5,0,0,1535,2,3,0,0,1,2,11.6856847822605
23,3,5,107,10,11,0,4,0,0,0,0,1535,2,3,0,0,1,2,11.6856847822605
23,6,5,107,10,11,0,4,4,4,0,0,2240,2,3,0,0,1,2,11.8702711838891
23,7,5,107,10,11,216,2,4,6,1094,1094,1229,0,4,2,3,1,2,11.9071610911268
23,3,5,107,7,7,0,4,3,0,0,0,1513,2,3,0,0,1,2,11.6415121526662
23,6,7,128,14,15,23,3,5,6,820,1168,2787,4,3,2,3,3,4,12.5043236693312
23,6,7,128,14,15,23,3,5,6,820,1168,2787,4,3,2,3,3,4,12.5043236693312
23,6,7,128,14,15,23,3,5,6,820,1168,2787,4,3,2,3,3,4,12.5043236693312
6,3,8,136,14,15,270,3,5,1,0,1622,1630,2,5,1,4,2,3,12.5964004268844
6,3,9,136,14,15,364,3,5,6,1104,1720,1720,2,5,1,4,2,3,12.7128902478986
6,3,8,136,14,15,0,3,4,1,0,1468,1468,2,4,1,4,2,3,12.3879774488278
6,6,8,135,14,15,0,3,4,6,20,866,1768,2,4,0,0,2,2,12.2643415536542
6,3,7,134,14,15,180,3,4,6,1334,1604,1604,2,4,1,4,2,2,12.3013828253345
6,3,7,135,14,15,0,3,4,6,902,1282,1290,2,4,1,4,2,2,12.2060726455302
6,3,8,136,14,15,140,3,4,6,872,1254,1254,2,4,0,0,2,3,12.3095313538984
6,3,7,135,14,15,82,3,4,6,724,1232,1232,2,4,0,4,2,2,12.1781874420406
6,3,8,133,14,15,76,3,5,6,24,1498,1498,2,4,1,4,3,3,12.3758154201173
23,8,7,117,15,16,145,3,4,6,1518,1518,1644,2,4,1,3,3,2,12.5245263766487
5,6,7,120,14,15,0,3,4,6,800,1449,1759,2,4,1,3,1,2,12.3609373560911
5,6,5,95,10,11,0,3,3,2,249,1013,2126,2,3,0,2,3,2,12.1281111040605
6,3,5,124,14,15,0,3,4,6,732,1040,1040,1,4,0,0,1,2,11.9316357998284
6,3,5,122,14,15,0,3,3,5,755,990,990,1,3,0,4,2,1,11.870599909242
6,6,6,125,14,15,0,3,4,6,821,928,1764,2,4,0,0,2,2,12.3523351525084
6,6,7,124,14,15,0,3,4,6,385,799,1661,2,4,1,3,2,2,12.2643415536542
6,3,7,126,14,15,0,3,4,6,950,1463,1463,2,3,0,4,3,2,12.2404740722475
6,3,5,122,14,15,0,3,4,1,0,1097,1097,1,3,0,0,1,2,11.8844890214027
6,3,5,122,14,15,0,3,4,5,746,990,990,1,3,0,1,1,2,11.8350089641393
6,6,7,126,14,15,0,3,4,1,0,866,1779,2,4,0,4,2,2,12.1955171315907
6,3,7,127,14,15,183,3,4,6,679,1490,1501,2,4,0,0,2,2,12.2258752728264
6,3,7,127,14,15,0,3,4,6,560,1431,1431,2,4,0,0,3,2,12.1652506510099
6,6,6,126,14,15,120,3,4,6,606,928,1772,2,3,1,3,2,2,12.2060726455302
6,6,7,130,14,15,95,3,4,1,0,831,1660,2,4,0,0,2,2,12.1807548375459
6,3,7,130,14,15,110,3,4,6,788,1573,1573,2,4,0,3,2,2,12.3327052964635
6,6,7,129,14,15,0,3,4,6,666,944,1840,2,4,0,1,2,2,12.3458345879053
6,3,7,129,14,15,0,3,4,1,0,1413,1430,2,4,0,4,2,2,12.1393985122622
6,3,7,130,14,15,68,3,4,6,1259,1431,1444,2,4,0,0,2,2,12.2209612580239
6,3,7,129,14,15,180,3,4,6,24,1492,1492,2,4,1,3,2,2,12.2110601870412
6,3,5,106,7,7,136,2,4,3,616,1040,1040,2,3,0,4,0,0,11.7280368445872
6,3,5,106,9,9,76,1,4,6,625,907,907,1,3,0,3,1,1,11.8493977015914
6,3,5,107,7,7,40,2,3,5,710,914,914,1,3,0,4,1,2,11.8122890421958
6,3,5,105,7,7,0,2,4,2,532,1040,1040,2,4,0,3,1,2,11.9217183631711
6,3,5,105,7,11,0,2,4,5,196,1268,1268,1,4,0,5,1,1,11.8740903141818
6,3,5,100,9,9,0,2,3,3,777,894,894,1,3,0,0,2,2,11.7199396343546
6,7,5,100,16,7,0,2,4,6,660,768,768,1,3,0,3,3,1,11.8048485316793
6,6,8,131,14,15,198,3,4,1,0,1068,2184,2,4,1,4,2,2,12.448037951085
6,3,8,129,14,15,0,3,4,1,0,1753,1788,2,5,1,3,2,2,12.3737034869141
6,6,8,129,14,15,108,3,4,6,990,1299,1872,2,5,1,3,2,2,12.4741895624871
6,6,9,128,14,15,204,3,5,6,904,1440,2153,2,5,2,5,3,3,12.6539584695223
6,6,7,130,14,15,101.896800825593,3,4,1,0,840,1725,2,4,0,3,2,2,12.1985443791094
6,6,7,129,14,15,0,3,4,1,0,944,1870,2,4,0,0,2,2,12.2596134124582
6,3,8,127,14,15,260,3,4,6,1246,1462,1513,2,4,1,3,3,2,12.3013828253345
6,3,7,124,14,15,196,3,4,6,690,1504,1504,2,4,1,3,3,2,12.2209612580239
6,3,8,130,7,7,164,3,5,6,1360,1822,1828,2,4,1,4,3,2,12.5407575715773
6,3,7,125,14,15,209,3,4,6,1111,1417,1417,2,4,1,3,1,2,12.2548628096996
6,6,7,125,14,15,573,3,4,6,739,1057,2034,2,4,0,4,2,2,12.2991075114974
6,6,7,124,14,15,0,3,4,1,0,880,1716,2,4,1,3,2,2,12.1600287070288
6,3,7,129,14,15,0,3,4,1,0,1212,1212,2,4,0,2,2,2,12.0895388292742
6,3,6,131,14,15,170,3,4,6,685,848,848,1,4,0,0,3,2,11.8775685785581
6,3,6,131,14,15,170,3,4,6,685,848,848,1,4,0,4,3,2,11.8493977015914
6,3,8,135,14,15,180,3,4,6,1478,1578,1602,2,4,1,4,2,3,12.5886102489946
6,6,7,132,14,15,0,3,4,1,0,864,1728,2,4,0,0,2,2,12.1547793511426
6,3,7,132,14,15,210,3,4,6,20,1500,1500,2,4,0,0,2,2,12.1547793511426
6,6,6,133,14,15,0,3,4,6,193,738,1476,2,4,0,0,3,2,12.0639328783691
6,6,6,135,14,15,0,3,4,1,0,608,1396,2,4,1,4,3,2,12.0435537160324
8,3,4,66,9,9,0,2,3,5,690,816,816,1,3,1,4,1,1,11.5129254649702
8,7,7,131,7,7,500,4,3,0,0,0,1922,3,4,1,5,2,2,12.1985443791094
8,6,6,105,7,11,140,2,3,4,535,690,1426,1,3,0,0,3,2,11.979799201207
8,3,4,88,7,7,0,2,3,6,399,1014,1149,1,3,0,0,3,1,11.7519423654407
8,8,6,104,9,9,255,2,3,5,631,1041,1125,1,3,1,2,1,1,11.7360690162844
8,3,9,135,6,6,340,3,5,6,1234,1698,1698,2,5,1,4,3,3,12.6760762747759
8,7,6,133,14,15,80,6,4,6,547,547,1072,1,3,0,3,3,2,11.8879313655937
8,3,5,75,14,15,0,2,3,1,0,698,698,1,3,0,0,1,0,11.6784399034478
8,3,4,87,1,1,0,2,3,2,332,876,876,1,3,0,3,1,1,11.3504065354725
8,3,5,78,9,9,0,2,2,3,1078,1078,1368,1,3,0,0,2,1,11.6952470217642
8,1,4,73,16,17,0,4,4,1,0,0,1529,2,3,0,3,1,1,11.4927227576527
8,3,3,80,3,3,0,4,3,6,0,0,944,1,2,0,0,1,2,11.3144745262464
8,3,5,87,14,15,74,2,3,1,0,1678,1678,2,3,0,0,0,0,11.6944133410156
8,3,5,84,7,7,259,2,3,3,546,1150,1560,1,3,1,3,1,1,11.5473268916876
8,3,4,84,1,1,0,2,3,1,0,672,960,1,3,0,0,1,1,11.6262541502772
8,1,6,48,15,16,0,1,3,1,0,684,1196,1,4,0,0,1,2,11.6082356447746
26,1,5,66,9,9,88,3,3,2,832,832,1268,1,3,2,4,1,1,11.982929094216
26,3,2,48,15,16,0,2,3,3,290,290,438,1,2,0,4,1,1,11.0020998412042
26,1,6,68,14,15,0,1,3,1,0,778,1489,2,3,1,4,1,1,11.8458198802436
26,4,7,48,15,11,0,1,3,6,523,824,3082,2,3,2,3,3,2,12.1909590077201
26,6,6,63,15,16,0,1,3,1,0,583,1242,1,3,1,4,1,1,11.5617156291397
26,1,4,56,16,11,0,1,3,4,622,1122,1981,2,4,2,3,1,2,11.8130300574206
26,1,6,53,16,17,0,1,3,4,264,976,1608,2,4,1,4,1,1,11.8310154935934
26,6,7,64,15,16,0,3,4,5,350,560,1135,1,4,0,3,2,2,11.9511803959014
7,1,6,56,4,13,0,1,3,1,0,896,1913,1,3,1,3,1,2,12.083905011556
26,1,7,56,15,16,0,1,3,1,0,861,1477,2,3,1,4,1,1,11.8844890214027
7,6,7,46,15,16,0,1,3,1,0,600,1228,1,3,1,4,1,1,11.8277362048103
7,6,7,54,9,9,0,1,4,1,0,1276,2080,1,4,2,4,1,1,12.3630763943398
7,1,5,68,15,16,0,2,3,5,728,840,1567,1,3,2,3,1,2,12.2307652581205
7,6,6,70,15,16,0,2,3,4,547,771,1494,1,4,2,4,1,1,12.0867258878976
7,3,5,88,9,9,0,2,3,3,793,1273,1273,1,3,0,0,1,1,11.9511803959014
7,3,5,49,15,16,0,1,4,5,713,876,964,1,3,0,3,1,2,12.0045682693194
7,5,7,68,15,16,0,1,3,2,246,920,2480,2,3,2,4,1,2,12.2307652581205
7,3,5,82,4,4,0,1,3,3,154,1112,1112,1,3,1,4,1,1,11.8831087589338
7,6,7,69,9,9,0,2,3,3,275,704,1564,1,2,1,4,1,1,12.0696800206246
7,3,6,88,7,11,132,2,3,2,65,1561,1561,2,3,1,4,3,2,12.170445467887
7,1,5,77,3,3,0,1,3,4,312,1067,1523,2,2,1,3,1,1,11.9703503120091
7,3,6,78,7,7,0,2,3,1,0,1092,1152,1,4,1,4,1,1,11.9735098722995
7,3,6,82,7,7,420,3,3,2,784,1310,1906,1,3,2,4,1,2,12.3194013308372
2,6,6,108,9,9,0,2,3,1,0,516,1032,1,3,1,3,1,2,11.6526874073454
2,6,6,108,9,9,0,2,4,5,471,561,1229,1,4,1,3,3,2,11.8277362048103
2,6,6,108,9,9,0,2,4,1,0,561,1229,1,3,1,3,3,2,11.7035458245789
2,6,6,108,9,9,0,2,4,5,285,561,1229,1,3,1,3,3,2,11.7280368445872
7,8,6,114,14,15,242,2,3,5,454,572,1982,2,3,1,3,3,2,12.2452933586835
7,3,7,99,4,4,0,2,4,6,803,1803,2365,2,5,2,4,3,2,12.6603279178078
12,6,5,48,14,15,0,2,3,3,456,672,1344,1,3,0,0,1,1,11.8981878657609
12,6,5,28,1,1,0,1,3,1,0,760,2168,2,4,0,0,1,2,11.7199396343546
12,6,5,48,15,17,0,3,3,1,0,596,1192,1,3,0,0,1,1,11.2644641056717
12,1,3,43,10,11,0,2,3,1,0,1013,1526,1,2,0,4,2,0,11.3504065354725
7,3,8,135,6,6,174,3,5,6,1476,1596,1648,2,5,1,4,3,2,12.3458345879053
12,3,2,38,15,16,0,2,0,0,0,0,810,1,3,0,4,1,1,10.961711780299
15,6,8,128,6,6,0,3,4,5,445,1107,2052,2,4,1,3,3,3,12.4332082181139
15,1,7,131,14,15,0,3,5,6,1351,1434,2149,1,4,1,5,2,2,12.3870850123755
15,3,7,132,14,15,108,3,5,1,0,1710,1710,2,4,1,4,3,2,12.3883942023241
15,6,6,129,14,15,0,3,5,5,690,804,1961,2,4,1,3,3,2,12.2783933071098
15,7,6,105,10,11,0,2,3,5,767,902,926,1,3,1,3,1,1,11.960491749097
15,7,6,105,10,11,0,2,4,6,841,957,1287,1,3,2,2,2,2,12.0610468734799
15,1,5,105,10,11,0,2,3,6,0,0,1734,2,4,0,0,1,2,11.7440371859336
15,8,7,118,7,7,0,3,4,6,611,1188,1217,2,4,0,0,1,2,12.0610468734799
15,3,5,119,7,7,0,3,4,4,55,1582,1595,2,3,0,0,1,2,11.9316357998284
27,3,9,135,14,15,70,3,5,6,1022,1620,1620,2,5,1,5,3,3,12.6619139609634
27,6,7,137,14,15,0,3,5,1,0,846,1692,2,4,0,3,2,2,12.3216309861644
27,3,9,136,6,6,246,2,5,6,1758,2190,2036,2,5,1,5,3,3,12.9239124386805
27,3,9,136,6,6,406,3,5,6,1115,1641,1641,2,5,0,0,3,3,12.6650785205664
27,3,8,135,14,15,0,3,4,6,16,1466,1466,2,4,0,0,3,3,12.2110601870412
27,3,6,116,7,7,0,2,4,6,1005,1392,1412,2,4,1,3,1,2,12.0725412529057
27,6,6,108,9,9,0,3,4,5,462,712,2237,2,4,1,3,3,2,12.2258752728264
27,8,7,115,10,11,310,3,4,6,904,1645,1479,2,4,1,2,3,2,12.2713921116508
27,6,7,131,14,15,0,3,4,1,0,912,2014,2,4,0,0,3,2,12.0435537160324
27,3,9,134,14,15,584,3,5,6,1260,1838,1838,2,5,1,4,3,3,12.6603279178078
15,3,5,96,7,7,182,2,3,5,532,1008,1008,1,4,0,0,1,1,11.8458198802436
15,3,5,88,7,7,75,4,0,5,0,0,1771,1,3,1,3,1,2,11.6526874073454
15,3,6,126,14,15,320,3,5,6,866,1204,1204,2,3,0,0,3,2,11.9953516142145
15,3,6,127,14,15,425,3,5,6,883,1224,1224,2,3,0,5,3,2,12.0137007528827
14,8,4,101,6,6,0,2,4,6,462,462,988,1,3,0,0,1,1,11.418614785499
14,7,4,98,6,6,0,2,4,6,515,630,630,1,4,0,4,1,1,11.3621025752356
15,3,5,97,7,7,176,2,3,4,594,1188,1404,2,3,1,1,1,2,11.982929094216
14,7,4,98,6,6,0,2,4,6,509,630,630,1,3,0,0,1,1,11.289781913656
14,6,4,98,6,6,0,2,3,1,0,546,1344,1,3,1,3,3,0,11.4824662574855
15,7,5,100,9,9,0,2,4,6,720,796,796,1,3,0,0,1,1,11.7897993387054
15,8,6,121,7,7,0,2,4,3,114,384,1091,1,3,0,3,3,1,11.7848591804539
15,7,5,106,10,11,104,3,4,6,1097,1097,1110,1,4,1,3,3,2,12.0167264737993
15,3,5,113,7,11,0,2,3,5,625,833,833,1,3,0,0,1,0,11.6262541502772
15,7,5,120,7,17,0,3,4,6,718,828,883,1,3,1,2,1,2,11.9117015849276
15,1,5,121,14,15,0,6,4,6,732,796,1362,1,3,0,0,1,2,11.870599909242
15,6,5,120,7,17,0,3,4,5,330,624,1287,1,3,0,0,1,2,11.7752897294377
15,3,6,105,10,8,0,3,3,5,1567,1567,1567,2,4,2,3,2,2,12.1858699382127
15,6,5,97,14,15,178,2,3,4,496,784,1632,1,3,1,3,2,2,12.0610468734799
16,3,6,98,4,11,0,2,3,4,865,1205,2117,2,3,2,4,3,2,12.3779229024568
16,6,6,97,7,7,0,2,2,5,500,952,2112,2,3,2,4,1,2,12.2399908637336
9,6,6,125,14,15,0,3,3,4,706,926,1604,2,3,1,3,3,2,12.1415341243926
9,6,6,123,14,15,119,3,4,5,476,680,1470,2,3,1,3,3,2,12.0137007528827
9,6,6,126,14,15,0,3,4,6,828,943,1638,2,3,2,3,3,2,12.1652506510099
9,6,6,124,7,7,0,3,4,3,138,916,1636,2,3,1,3,3,2,12.0610468734799
9,3,5,124,7,7,0,3,4,6,450,1348,1384,2,4,0,0,1,2,12.0889768736539
9,6,7,124,7,7,0,3,4,6,604,729,1446,2,3,1,3,1,2,12.0725412529057
25,3,8,125,6,6,0,3,5,6,656,1664,1682,1,4,1,3,3,2,12.4207807180233
25,3,8,120,7,7,0,3,4,1,0,1280,1280,2,4,0,4,2,2,12.1007121298723
9,6,6,125,14,15,0,3,4,1,0,926,1604,2,3,1,3,3,2,12.106252310248
9,6,6,126,14,15,0,3,4,1,0,932,1633,2,3,1,3,3,2,12.1172414318236
9,6,6,123,7,7,0,3,4,6,219,773,1658,2,3,1,3,3,2,12.1441972418121
9,6,7,122,9,9,0,3,4,1,0,712,1895,2,4,1,3,3,2,12.1781874420406
9,6,6,119,7,7,194,3,4,5,504,836,1709,2,4,0,0,3,2,12.1281111040605
25,3,8,116,7,7,0,3,4,6,767,1228,1228,2,4,1,4,3,2,12.1495022940418
25,3,8,117,7,7,0,3,4,6,319,1337,1337,2,4,1,3,2,2,12.1468532858702
25,6,8,133,14,15,130,3,5,6,16,1168,2500,3,5,1,4,3,3,12.7798730684576
25,6,9,133,14,15,245,3,4,1,0,1122,2504,2,5,1,4,3,3,12.6915804613119
25,3,9,132,14,15,296,3,5,6,1337,1884,1884,2,5,1,4,3,3,12.8661799720119
25,3,9,135,9,9,178,3,5,6,1034,1710,1710,2,5,1,4,2,2,12.7188962719588
9,3,6,78,1,1,44,2,3,1,0,1488,1488,2,3,1,3,2,2,11.7981044072039
20,3,7,116,10,16,102,2,4,6,983,1675,1688,2,5,1,5,2,2,12.3305002239052
20,3,7,111,16,11,174,2,4,6,747,1260,1260,2,3,0,4,1,2,12.1112123645062
20,3,7,106,10,11,383,2,4,6,1206,2048,2064,2,4,2,2,3,2,12.3673407931263
20,3,7,107,10,11,194,2,4,5,864,1782,1782,2,4,1,3,3,2,12.3013828253345
20,3,5,105,14,15,0,3,4,5,767,1126,1126,2,5,0,4,2,2,12.0725412529057
20,6,7,108,7,7,280,2,4,1,0,738,2044,2,3,1,3,1,2,12.1281111040605
20,6,5,97,14,15,0,2,3,4,280,720,1308,1,3,0,3,1,2,11.897507362162
20,6,7,106,10,11,168,3,4,5,988,1420,2840,2,4,2,4,3,4,12.586219945654
20,3,6,104,10,11,160,2,4,5,644,1193,1523,2,3,1,3,3,2,12.1007121298723
20,3,6,104,7,7,120,2,3,1,0,1444,1444,2,3,1,4,1,2,11.982303898822
20,6,7,104,10,11,660,2,3,5,403,803,1964,2,3,1,4,2,2,12.2307652581205
20,3,5,101,7,7,0,2,4,4,1084,1176,1178,1,4,1,2,1,2,11.9640010843304
20,6,8,124,14,15,402,3,4,6,1023,1236,2340,2,4,1,4,2,3,12.6313403809345
16,6,5,102,14,15,0,2,4,1,0,896,1792,2,3,0,1,1,2,11.7981044072039
16,3,6,97,7,7,0,2,4,5,602,1054,1054,1,3,0,0,1,2,11.9250351157971
16,3,5,99,9,9,0,2,4,3,119,864,864,1,3,0,0,1,2,11.7199396343546
16,3,4,100,9,9,0,2,3,4,600,864,864,1,3,0,2,1,2,11.6195352000285
16,3,6,126,9,9,0,3,4,6,266,1405,1337,2,4,0,0,3,2,12.106252310248
3,6,6,101,7,7,359,2,3,2,458,483,987,1,3,0,4,1,1,11.5463602410565
3,6,6,101,7,7,158,2,3,4,330,483,987,1,3,0,3,1,1,11.5129254649702
3,6,6,100,7,7,422,2,3,2,483,483,987,1,3,0,0,1,1,11.5179130064813
3,6,6,99,7,7,232,2,3,5,387,483,987,1,3,0,0,1,1,11.3551013797767
3,6,6,99,7,7,604,2,3,5,358,483,987,1,3,0,0,1,1,11.4019939042629
18,3,6,105,10,11,0,2,4,5,559,1069,1069,2,3,0,4,2,2,11.8493977015914
18,6,6,103,10,3,0,2,4,5,286,855,1456,2,3,0,0,2,2,11.870599909242
18,3,7,105,10,3,0,2,4,5,378,1055,1055,2,3,0,0,1,2,11.9083402372249
16,3,5,94,7,7,65,2,3,3,340,864,892,1,3,0,0,2,1,11.6082356447746
19,3,8,136,14,15,426,3,5,6,1336,1932,1932,2,5,1,4,3,3,12.8856709532443
19,6,10,135,14,15,272,3,5,6,1280,1682,2332,2,5,1,5,3,3,12.9621946252515
19,3,8,135,14,15,302,3,5,6,1012,1582,1582,2,4,0,0,3,3,12.6682330973149
19,3,8,135,14,15,436,3,5,6,1400,1710,1710,2,4,1,4,2,3,12.8277291949399
19,3,8,135,14,15,554,3,5,6,1728,2418,2464,2,5,1,5,3,3,12.942039823273
19,3,9,135,14,15,480,3,5,6,1375,1950,1950,2,5,1,4,3,3,12.8557902681628
19,6,9,134,14,15,270,3,5,6,1420,1850,2748,2,5,1,4,3,3,12.8739020181058
19,6,10,133,6,6,468,3,5,6,1082,1620,2790,2,5,1,5,3,4,13.0389817684653
19,6,9,133,6,6,368,3,5,6,1249,1414,2331,2,5,1,4,3,3,12.8452914840646
19,6,8,135,14,15,108,3,4,6,40,948,2088,2,4,1,4,3,3,12.4292161968444
19,6,8,132,14,15,126,3,5,6,856,1148,2332,2,5,1,4,3,3,12.663497492569
19,3,10,131,9,9,680,3,5,6,2257,2535,2470,1,5,2,4,3,3,13.3293775467887
19,6,9,131,14,15,664,3,5,6,1016,1572,2668,2,5,2,4,3,3,12.9299914847569
19,6,7,131,14,15,292,3,4,6,866,998,2046,2,4,1,4,2,3,12.5567295171433
19,3,8,131,14,15,504,3,4,6,1149,1603,1575,2,4,1,3,3,3,12.5567295171433
19,6,8,129,14,15,1110,3,5,6,1075,1479,2649,2,4,1,3,3,3,12.9509817606487
19,6,8,131,14,15,221,3,5,1,0,1765,2690,2,4,1,4,3,3,12.8212582846204
19,3,9,136,9,9,492,3,4,6,372,1858,1866,2,5,1,4,3,3,12.7274226927524
19,3,9,136,9,9,766,3,5,6,1540,1702,1702,1,5,1,4,3,3,12.8139178962537
19,3,8,131,9,9,472,3,5,6,1218,1518,1518,1,5,1,4,2,2,12.5208833853702
19,3,9,133,9,9,616,3,5,6,28,1684,1684,2,5,1,5,2,2,12.4912515877638
19,3,8,134,9,9,196,3,4,6,24,1342,1342,2,4,1,4,2,2,12.2991075114974
19,6,7,131,14,17,106,3,4,1,0,764,1626,2,4,0,0,2,2,11.9511803959014
19,6,7,131,14,17,106,3,4,6,573,764,1626,2,4,0,2,2,2,11.9447078813958
19,3,7,132,14,15,146,3,4,6,720,1358,1358,2,4,1,4,2,2,12.2404740722475
1,3,7,131,14,15,143,3,4,6,1073,1415,1455,2,4,1,3,3,3,12.1807548375459
1,3,7,132,14,15,24,3,4,6,1087,1393,1576,2,4,1,3,2,3,12.301337369756
1,3,7,135,16,17,20,3,4,1,0,1146,1246,2,4,1,4,3,2,12.1425309607195
9,6,6,132,14,15,0,3,3,6,759,839,1593,2,3,1,3,3,2,12.170445467887
9,8,7,133,14,15,182,3,4,6,655,856,1166,2,4,0,0,3,2,12.1547793511426
9,6,6,133,14,15,0,3,4,1,0,728,1456,2,4,0,0,3,2,12.0782392740203
9,6,7,130,14,15,0,3,4,1,0,840,1720,2,4,1,4,3,2,12.1441972418121
9,6,7,131,14,15,196,3,4,1,0,847,1986,2,4,1,4,3,2,12.2690474446916
19,3,7,135,14,15,176,3,4,6,876,1350,1358,2,4,1,4,2,2,12.2890341662445
9,6,6,128,14,15,318,3,4,1,0,936,1792,2,3,1,3,3,2,12.136186518066
9,6,7,128,14,15,647,3,4,6,544,982,1892,2,3,1,3,2,2,12.3316033679774
9,6,7,132,14,15,0,3,4,6,724,788,1490,2,4,1,4,3,2,12.1226910365911
9,6,7,130,14,15,101.896800825593,3,4,1,0,707,1414,2,4,1,4,3,2,12.0782392740203
9,6,7,127,14,15,0,3,4,6,870,1037,2322,2,3,1,3,3,2,12.3238556811866
9,6,7,127,14,15,0,3,4,1,0,831,1651,2,3,1,3,3,2,12.1329641737095
17,5,8,125,7,7,1290,3,4,1,0,1173,2199,2,4,1,3,3,2,12.5584885325485
17,6,8,126,14,15,473,3,4,6,986,1470,2630,2,4,1,3,3,3,12.6603279178078
